post_id,word,lemma,pos,lemma_p,tag
27,conspiracy?Objecting,conspiracy?objecte,VERB,conspiracy?objecte_VERB,VBG
27,to,to,ADP,to_ADP,IN
27,the,the,DET,the_DET,DT
27,election,election,NOUN,election_NOUN,NN
27,--,--,PUNCT,--_PUNCT,:
27,and,and,CCONJ,and_CCONJ,CC
27,submitting,submit,VERB,submit_VERB,VBG
27,contingent,contingent,NOUN,contingent_NOUN,NN
27, , ,SPACE, _SPACE,_SP
27,electors?Allowed,electors?allowe,VERB,electors?allowe_VERB,VBN
27,by,by,ADP,by_ADP,IN
27,Electoral,Electoral,PROPN,Electoral_PROPN,NNP
27,Count,Count,PROPN,Count_PROPN,NNP
27,Act,Act,PROPN,Act_PROPN,NNP
27,of,of,ADP,of_ADP,IN
27,1887.Twisting,1887.twiste,VERB,1887.twiste_VERB,VBG
27, , ,SPACE, _SPACE,_SP
27,political,political,ADJ,political_ADJ,JJ
27,arms?Allowed,arms?allowe,VERB,arms?allowe_VERB,VBN
27,by,by,ADP,by_ADP,IN
27,First,First,PROPN,First_PROPN,NNP
27,Amendment,Amendment,PROPN,Amendment_PROPN,NNP
27,.,.,PUNCT,._PUNCT,.
27,Trump,Trump,PROPN,Trump_PROPN,NNP
27,'s,'s,PART,'s_PART,POS
27, , ,SPACE, _SPACE,_SP
27,"""","""",PUNCT,"""_PUNCT",``
27,"crime""?Winning","crime""?winne",VERB,"crime""?winne_VERB",VBG
27,in,in,ADP,in_ADP,IN
27, , ,SPACE, _SPACE,_SP
27,2016,2016,NUM,2016_NUM,CD
27,.,.,PUNCT,._PUNCT,.
28,JOBS,JOBS,PROPN,JOBS_PROPN,NNP
28,",",",",PUNCT,",_PUNCT",","
28,JOBS,JOBS,PROPN,JOBS_PROPN,NNP
28,",",",",PUNCT,",_PUNCT",","
28,JOBS,JOBS,PROPN,JOBS_PROPN,NNP
28,!,!,PUNCT,!_PUNCT,.
28,#,#,SYM,#_SYM,$
28,MAGA,MAGA,PROPN,MAGA_PROPN,NNP
28,https://t.co/ZqPjsPUX0,https://t.co/ZqPjsPUX0,PROPN,https://t.co/ZqPjsPUX0_PROPN,NNP
28,t,t,PROPN,t_PROPN,NNP
29,Facebook,Facebook,PROPN,Facebook_PROPN,NNP
29,was,be,AUX,be_AUX,VBD
29,always,always,ADV,always_ADV,RB
29,anti,anti,ADJ,anti_ADJ,JJ
29,-,-,ADJ,-_ADJ,JJ
29,Trump,trump,ADJ,trump_ADJ,JJ
29,.,.,PUNCT,._PUNCT,.
29,The,the,DET,the_DET,DT
29,Networks,Networks,PROPN,Networks_PROPN,NNPS
29,were,be,AUX,be_AUX,VBD
29,always,always,ADV,always_ADV,RB
29,anti,anti,ADJ,anti_ADJ,JJ
29,-,-,ADJ,-_ADJ,JJ
29,Trump,trump,ADJ,trump_ADJ,JJ
29,hence,hence,ADV,hence_ADV,RB
29,",",",",PUNCT,",_PUNCT",","
29,Fake,Fake,PROPN,Fake_PROPN,NNP
29,News,News,PROPN,News_PROPN,NNP
29,",",",",PUNCT,",_PUNCT",","
29,@nytimes(apologized,@nytimes(apologize,VERB,@nytimes(apologize_VERB,VBN
29,),),PUNCT,)_PUNCT,-RRB-
29,&,&,CCONJ,&_CCONJ,CC
29,amp,amp,PROPN,amp_PROPN,NNP
29,",",",",PUNCT,",_PUNCT",","
29,@WaPo,@WaPo,PROPN,@WaPo_PROPN,NNP
29,were,be,AUX,be_AUX,VBD
29,anti,anti,ADJ,anti_ADJ,JJ
29,-,-,ADJ,-_ADJ,JJ
29,Trump,trump,ADJ,trump_ADJ,JJ
29,.,.,PUNCT,._PUNCT,.
29,Collusion,collusion,NOUN,collusion_NOUN,NN
29,?,?,PUNCT,?_PUNCT,.
30,"""","""",PUNCT,"""_PUNCT",``
30,"""","""",PUNCT,"""_PUNCT",``
30,@NPHerron,@NPHerron,PROPN,@NPHerron_PROPN,NNP
30,:,:,PUNCT,:_PUNCT,:
30,@realDonaldTrump,@realdonaldtrump,VERB,@realdonaldtrump_VERB,VB
30,For,for,ADP,for_ADP,IN
30,president,president,NOUN,president_NOUN,NN
30,#,#,SYM,#_SYM,$
30,2016election,2016election,NOUN,2016election_NOUN,NN
30,"""","""",PUNCT,"""_PUNCT",''
30,"""","""",PUNCT,"""_PUNCT",''
31,The,the,DET,the_DET,DT
31,Zimmerman,Zimmerman,PROPN,Zimmerman_PROPN,NNP
31,trial,trial,NOUN,trial_NOUN,NN
31,is,be,AUX,be_AUX,VBZ
31,over,over,ADV,over_ADV,RB
31,.,.,PUNCT,._PUNCT,.
31, , ,SPACE, _SPACE,_SP
31,It,it,PRON,it_PRON,PRP
31,is,be,AUX,be_AUX,VBZ
31,time,time,NOUN,time_NOUN,NN
31,to,to,PART,to_PART,TO
31,move,move,VERB,move_VERB,VB
31,on,on,ADV,on_ADV,RB
31,.,.,PUNCT,._PUNCT,.
31, , ,SPACE, _SPACE,_SP
31,While,while,SCONJ,while_SCONJ,IN
31,Zimmerman,Zimmerman,PROPN,Zimmerman_PROPN,NNP
31,is,be,AUX,be_AUX,VBZ
31,no,no,DET,no_DET,DT
31,angel,angel,NOUN,angel_NOUN,NN
31,",",",",PUNCT,",_PUNCT",","
31,he,he,PRON,he_PRON,PRP
31,was,be,AUX,be_AUX,VBD
31,acquitted,acquit,VERB,acquit_VERB,VBN
31,and,and,CCONJ,and_CCONJ,CC
31,should,should,AUX,should_AUX,MD
31,be,be,AUX,be_AUX,VB
31,able,able,ADJ,able_ADJ,JJ
31,to,to,PART,to_PART,TO
31,move,move,VERB,move_VERB,VB
31,on,on,ADV,on_ADV,RB
31,.,.,PUNCT,._PUNCT,.
32,RT,RT,PROPN,RT_PROPN,NNP
32,@dbongino,@dbongino,PROPN,@dbongino_PROPN,NNP
32,:,:,PUNCT,:_PUNCT,:
32,The,the,DET,the_DET,DT
32,Polls,Polls,PROPN,Polls_PROPN,NNPS
32,Were,be,AUX,be_AUX,VBD
32,More,more,ADV,more_ADV,RBR
32,Wrong,wrong,ADJ,wrong_ADJ,JJ
32,in,in,ADP,in_ADP,IN
32,2020,2020,NUM,2020_NUM,CD
32,Than,than,ADP,than_ADP,IN
32,in,in,ADP,in_ADP,IN
32,2016,2016,NUM,2016_NUM,CD
32,👇,👇,NOUN,👇_NOUN,NN
32,👇,👇,PROPN,👇_PROPN,NNP
32,"
","
",SPACE,"
_SPACE",_SP
32,https://t.co/LpepzKdlp1,https://t.co/lpepzkdlp1,NOUN,https://t.co/lpepzkdlp1_NOUN,NN
33,RT,RT,PROPN,RT_PROPN,NNP
33, , ,SPACE, _SPACE,_SP
33,@IStandWithTrump47November,@IStandWithTrump47November,PROPN,@IStandWithTrump47November_PROPN,NNP
33,5th,5th,NOUN,5th_NOUN,NN
33,ca,can,AUX,can_AUX,MD
33,n’t,not,PART,not_PART,RB
33, , ,SPACE, _SPACE,_SP
33,come,come,VERB,come_VERB,VB
33,fast,fast,ADV,fast_ADV,RB
33,enough,enough,ADV,enough_ADV,RB
33,!,!,PUNCT,!_PUNCT,.
33,🙏,🙏,X,🙏_X,ADD
33,🇺,🇺,X,🇺_X,ADD
33,🇸,🇸,X,🇸_X,ADD
33,❤,❤,X,❤_X,ADD
33,️,️,X,️_X,ADD
33,#,#,SYM,#_SYM,$
33,Trump2024,trump2024,NOUN,trump2024_NOUN,NN
33,#,#,SYM,#_SYM,$
33,Maga4TheFelon,maga4thefelon,NOUN,maga4thefelon_NOUN,NN
33,#,#,SYM,#_SYM,$
33,TooBigToRig,toobigtorig,NOUN,toobigtorig_NOUN,NN
34,"""","""",PUNCT,"""_PUNCT",``
34,"""","""",PUNCT,"""_PUNCT",``
34,@JDrago28,@jdrago28,NOUN,@jdrago28_NOUN,NN
34,:,:,PUNCT,:_PUNCT,:
34,It,it,PRON,it_PRON,PRP
34,was,be,AUX,be_AUX,VBD
34,such,such,DET,such_DET,PDT
34,an,an,DET,an_DET,DT
34,honor,honor,NOUN,honor_NOUN,NN
34,to,to,PART,to_PART,TO
34,meet,meet,VERB,meet_VERB,VB
34,@realDonaldTrump,@realdonaldtrump,NOUN,@realdonaldtrump_NOUN,NN
34,today,today,NOUN,today_NOUN,NN
34,in,in,ADP,in_ADP,IN
34,New,New,PROPN,New_PROPN,NNP
34,Hampshire,Hampshire,PROPN,Hampshire_PROPN,NNP
34,!,!,PUNCT,!_PUNCT,.
34,What,what,DET,what_DET,WDT
34,a,a,DET,a_DET,DT
34,great,great,ADJ,great_ADJ,JJ
34,man,man,NOUN,man_NOUN,NN
34,!,!,PUNCT,!_PUNCT,.
34,#,#,SYM,#_SYM,$
34,NH,nh,NOUN,nh_NOUN,NN
34,#,#,SYM,#_SYM,$
34,business,business,NOUN,business_NOUN,NN
34,http://t.co/VWxnWsTmBH,http://t.co/VWxnWsTmBH,NOUN,http://t.co/VWxnWsTmBH_NOUN,NNS
34,"""","""",PUNCT,"""_PUNCT",''
34,"""","""",PUNCT,"""_PUNCT",''
35,Why,why,SCONJ,why_SCONJ,WRB
35,did,do,AUX,do_AUX,VBD
35,n’t,n’t,NUM,n’t_NUM,CD
35,Robert,Robert,PROPN,Robert_PROPN,NNP
35,Mueller,Mueller,PROPN,Mueller_PROPN,NNP
35,&,&,CCONJ,&_CCONJ,CC
35,amp,amp,PROPN,amp_PROPN,NNP
35,",",",",PUNCT,",_PUNCT",","
35,his,his,PRON,his_PRON,PRP$
35,band,band,NOUN,band_NOUN,NN
35,of,of,ADP,of_ADP,IN
35,18,18,NUM,18_NUM,CD
35,Angry,angry,ADJ,angry_ADJ,JJ
35,Democrats,Democrats,PROPN,Democrats_PROPN,NNPS
35,spend,spend,VERB,spend_VERB,VBP
35,any,any,DET,any_DET,DT
35,time,time,NOUN,time_NOUN,NN
35,investigating,investigate,VERB,investigate_VERB,VBG
35,Crooked,Crooked,PROPN,Crooked_PROPN,NNP
35,Hillary,Hillary,PROPN,Hillary_PROPN,NNP
35,Clinton,Clinton,PROPN,Clinton_PROPN,NNP
35,",",",",PUNCT,",_PUNCT",","
35,Lyin,Lyin,PROPN,Lyin_PROPN,NNP
35,’,',PUNCT,'_PUNCT,''
35,&,&,CCONJ,&_CCONJ,CC
35,amp,amp,PROPN,amp_PROPN,NNP
35,",",",",PUNCT,",_PUNCT",","
35,Leakin,Leakin,PROPN,Leakin_PROPN,NNP
35,’,',PUNCT,'_PUNCT,''
35,James,James,PROPN,James_PROPN,NNP
35,Comey,Comey,PROPN,Comey_PROPN,NNP
35,",",",",PUNCT,",_PUNCT",","
35,Lisa,Lisa,PROPN,Lisa_PROPN,NNP
35,Page,Page,PROPN,Page_PROPN,NNP
35,and,and,CCONJ,and_CCONJ,CC
35,her,her,PRON,her_PRON,PRP$
35,Psycho,Psycho,PROPN,Psycho_PROPN,NNP
35,lover,lover,PROPN,lover_PROPN,NNP
35,",",",",PUNCT,",_PUNCT",","
35,Peter,Peter,PROPN,Peter_PROPN,NNP
35,S,S,PROPN,S_PROPN,NNP
35,",",",",PUNCT,",_PUNCT",","
35,Andy,Andy,PROPN,Andy_PROPN,NNP
35,McCabe,McCabe,PROPN,McCabe_PROPN,NNP
35,",",",",PUNCT,",_PUNCT",","
35,the,the,DET,the_DET,DT
35,beautiful,beautiful,ADJ,beautiful_ADJ,JJ
35,Ohr,Ohr,PROPN,Ohr_PROPN,NNP
35,family,family,NOUN,family_NOUN,NN
35,",",",",PUNCT,",_PUNCT",","
35,Fusion,fusion,NOUN,fusion_NOUN,NN
35,GPS,GPS,PROPN,GPS_PROPN,NNP
35,",",",",PUNCT,",_PUNCT",","
35,and,and,CCONJ,and_CCONJ,CC
35,many,many,ADJ,many_ADJ,JJ
35,more,more,ADJ,more_ADJ,JJR
35,",",",",PUNCT,",_PUNCT",","
35, , ,SPACE, _SPACE,_SP
35,including,include,VERB,include_VERB,VBG
35,HIMSELF,himself,PRON,himself_PRON,PRP
35,&,&,CCONJ,&_CCONJ,CC
35,amp,amp,PROPN,amp_PROPN,NNP
35,",",",",PUNCT,",_PUNCT",","
35,Andrew,Andrew,PROPN,Andrew_PROPN,NNP
35,W,W,PROPN,W_PROPN,NNP
35,?,?,PUNCT,?_PUNCT,.
36,Today,today,NOUN,today_NOUN,NN
36,",",",",PUNCT,",_PUNCT",","
36,@FLOTUS,@FLOTUS,PROPN,@FLOTUS_PROPN,NNP
36,celebrates,celebrate,VERB,celebrate_VERB,VBZ
36,the,the,DET,the_DET,DT
36,two,two,NUM,two_NUM,CD
36,year,year,NOUN,year_NOUN,NN
36,anniversary,anniversary,NOUN,anniversary_NOUN,NN
36,of,of,ADP,of_ADP,IN
36,#,#,SYM,#_SYM,$
36,BeBest,BeBest,PROPN,BeBest_PROPN,NNP
36,",",",",PUNCT,",_PUNCT",","
36,her,her,PRON,her_PRON,PRP$
36,initiative,initiative,NOUN,initiative_NOUN,NN
36,dedicated,dedicate,VERB,dedicate_VERB,VBN
36,to,to,ADP,to_ADP,IN
36,bringing,bring,VERB,bring_VERB,VBG
36,awareness,awareness,NOUN,awareness_NOUN,NN
36,to,to,ADP,to_ADP,IN
36,issues,issue,NOUN,issue_NOUN,NNS
36,that,that,PRON,that_PRON,WDT
36,impact,impact,VERB,impact_VERB,VBP
36,the,the,DET,the_DET,DT
36,lives,life,NOUN,life_NOUN,NNS
36,of,of,ADP,of_ADP,IN
36,children,child,NOUN,child_NOUN,NNS
36,.,.,PUNCT,._PUNCT,.
36,Congratulations,congratulation,NOUN,congratulation_NOUN,NNS
36,",",",",PUNCT,",_PUNCT",","
36,and,and,CCONJ,and_CCONJ,CC
36,thank,thank,VERB,thank_VERB,VBP
36,you,you,PRON,you_PRON,PRP
36,!,!,PUNCT,!_PUNCT,.
36,https://t.co/3jM5GfSvfg,https://t.co/3jM5GfSvfg,PROPN,https://t.co/3jM5GfSvfg_PROPN,NNP
36,https://t.co/dvh1MnzcFK,https://t.co/dvh1MnzcFK,PROPN,https://t.co/dvh1MnzcFK_PROPN,NNP
37,Thank,thank,VERB,thank_VERB,VBP
37,you,you,PRON,you_PRON,PRP
37,to,to,ADP,to_ADP,IN
37,the,the,DET,the_DET,DT
37,BRAVE,BRAVE,PROPN,BRAVE_PROPN,NNP
37,servicemen,servicemen,PROPN,servicemen_PROPN,NNP
37,&,&,CCONJ,&_CCONJ,CC
37,amp,amp,PROPN,amp_PROPN,NNP
37,",",",",PUNCT,",_PUNCT",","
37,women,woman,NOUN,woman_NOUN,NNS
37,who,who,PRON,who_PRON,WP
37,have,have,AUX,have_AUX,VBP
37,served,serve,VERB,serve_VERB,VBN
37,",",",",PUNCT,",_PUNCT",","
37,and,and,CCONJ,and_CCONJ,CC
37,continue,continue,VERB,continue_VERB,VB
37,to,to,PART,to_PART,TO
37,serve,serve,VERB,serve_VERB,VB
37,the,the,DET,the_DET,DT
37,United,United,PROPN,United_PROPN,NNP
37,States-,States-,PROPN,States-_PROPN,NNP
37,our,our,PRON,our_PRON,PRP$
37,true,true,ADJ,true_ADJ,JJ
37,HEROES,hero,NOUN,hero_NOUN,NNS
37,...,...,PUNCT,..._PUNCT,:
37,https://t.co/ZTV9F639xM,https://t.co/ZTV9F639xM,NOUN,https://t.co/ZTV9F639xM_NOUN,NNS
38,THANK,thank,AUX,thank_AUX,VBP
38,YOU,you,PRON,you_PRON,PRP
38,PENNSYLVANIA,PENNSYLVANIA,NOUN,PENNSYLVANIA_NOUN,NNS
38,!,!,PUNCT,!_PUNCT,.
38,#,#,SYM,#_SYM,$
38,MAGA,MAGA,PROPN,MAGA_PROPN,NNP
38,https://t.co/5BfdRyDD6a,https://t.co/5bfdrydd6a,SYM,https://t.co/5bfdrydd6a_SYM,$
39,THOSE,those,PRON,those_PRON,DT
39,THAT,that,ADV,that_ADV,RB
39,DENY,deny,VERB,deny_VERB,VBP
39,THEIR,their,PRON,their_PRON,PRP$
39,HISTORY,history,NOUN,history_NOUN,NN
39,ARE,be,AUX,be_AUX,VBP
39,DOOMED,doomed,ADJ,doomed_ADJ,JJ
39,TO,to,PART,to_PART,TO
39,REPEAT,repeat,VERB,repeat_VERB,VB
39,IT,it,PRON,it_PRON,PRP
39,!,!,PUNCT,!_PUNCT,.
40,https://www.washingtonexaminer.com/news/campaigns/presidential/3143416/trump-playing-offense-democrats-on-defense-whatley/,https://www.washingtonexaminer.com/news/campaigns/presidential/3143416/trump-playing-offense-democrats-on-defense-whatley/,PROPN,https://www.washingtonexaminer.com/news/campaigns/presidential/3143416/trump-playing-offense-democrats-on-defense-whatley/_PROPN,NNP
41,RT,RT,PROPN,RT_PROPN,NNP
41,@IvankaTrump,@ivankatrump,NOUN,@ivankatrump_NOUN,NN
41,:,:,PUNCT,:_PUNCT,:
41,It,it,PRON,it_PRON,PRP
41,is,be,AUX,be_AUX,VBZ
41,an,an,DET,an_DET,DT
41,honor,honor,NOUN,honor_NOUN,NN
41,to,to,PART,to_PART,TO
41,serve,serve,VERB,serve_VERB,VB
41,our,our,PRON,our_PRON,PRP$
41,great,great,ADJ,great_ADJ,JJ
41,Country,country,NOUN,country_NOUN,NN
41,and,and,CCONJ,and_CCONJ,CC
41,fight,fight,VERB,fight_VERB,VB
41,for,for,ADP,for_ADP,IN
41,America,America,PROPN,America_PROPN,NNP
41,’s,’s,PART,’s_PART,POS
41,workers,worker,NOUN,worker_NOUN,NNS
41,!,!,PUNCT,!_PUNCT,.
41,🇺,🇺,X,🇺_X,ADD
41,🇸,🇸,PUNCT,🇸_PUNCT,:
41,https://t.co/ZAhfkqDII8,https://t.co/zahfkqdii8,NUM,https://t.co/zahfkqdii8_NUM,CD
42,Situated,situate,VERB,situate_VERB,VBN
42,in,in,ADP,in_ADP,IN
42,the,the,DET,the_DET,DT
42,heart,heart,NOUN,heart_NOUN,NN
42,of,of,ADP,of_ADP,IN
42,downtown,downtown,NOUN,downtown_NOUN,NN
42,Toronto,Toronto,PROPN,Toronto_PROPN,NNP
42,",",",",PUNCT,",_PUNCT",","
42,the,the,DET,the_DET,DT
42,65,65,NUM,65_NUM,CD
42,story,story,NOUN,story_NOUN,NN
42,@TrumpTO,@trumpto,NOUN,@trumpto_NOUN,NN
42,offers,offer,VERB,offer_VERB,VBZ
42,an,an,DET,an_DET,DT
42,elegant,elegant,ADJ,elegant_ADJ,JJ
42,and,and,CCONJ,and_CCONJ,CC
42,wonderful,wonderful,ADJ,wonderful_ADJ,JJ
42,lifestyle,lifestyle,NOUN,lifestyle_NOUN,NN
42,http://t.co/1u2PNTPMCZ,http://t.co/1u2PNTPMCZ,PUNCT,http://t.co/1u2PNTPMCZ_PUNCT,.
43,RT,RT,PROPN,RT_PROPN,NNP
43, , ,SPACE, _SPACE,_SP
43,@realDonaldTrumpUsing,@realdonaldtrumpuse,VERB,@realdonaldtrumpuse_VERB,VBG
43,Impoundment,Impoundment,PROPN,Impoundment_PROPN,NNP
43,to,to,ADP,to_ADP,IN
43, , ,SPACE, _SPACE,_SP
43,Slash,Slash,PROPN,Slash_PROPN,NNP
43,Waste,Waste,PROPN,Waste_PROPN,NNP
43,",",",",PUNCT,",_PUNCT",","
43,Stop,stop,VERB,stop_VERB,VB
43,Inflation,inflation,NOUN,inflation_NOUN,NN
43,",",",",PUNCT,",_PUNCT",","
43,and,and,CCONJ,and_CCONJ,CC
43,Crush,crush,VERB,crush_VERB,VB
43,the,the,DET,the_DET,DT
43,Deep,Deep,PROPN,Deep_PROPN,NNP
43,State,State,PROPN,State_PROPN,NNP
43,!,!,PUNCT,!_PUNCT,.
43,#,#,SYM,#_SYM,$
43,AGENDA47,AGENDA47,NOUN,AGENDA47_NOUN,NNS
44,RT,RT,PROPN,RT_PROPN,NNP
44, , ,SPACE, _SPACE,_SP
44,@gatewaypunditANOTHER,@gatewaypunditanother,ADP,@gatewaypunditanother_ADP,IN
44, , ,SPACE, _SPACE,_SP
44,BOGUS,BOGUS,PROPN,BOGUS_PROPN,NNP
44,ATTACK,ATTACK,PROPN,ATTACK_PROPN,NNP
44,:,:,PUNCT,:_PUNCT,:
44,DC,DC,PROPN,DC_PROPN,NNP
44,Court,Court,PROPN,Court_PROPN,NNP
44,Already,already,ADV,already_ADV,RB
44,Ruled,rule,VERB,rule_VERB,VBD
44,in,in,ADP,in_ADP,IN
44,2012,2012,NUM,2012_NUM,CD
44,Case,case,NOUN,case_NOUN,NN
44,on,on,ADP,on_ADP,IN
44,Trump,Trump,PROPN,Trump_PROPN,NNP
44,’s,’s,PUNCT,’s_PUNCT,''
44,Right,right,NOUN,right_NOUN,NN
44,to,to,PART,to_PART,TO
44,Hold,hold,VERB,hold_VERB,VB
44, , ,SPACE, _SPACE,_SP
44,White,White,PROPN,White_PROPN,NNP
44,House,House,PROPN,House_PROPN,NNP
44,Documents,Documents,PROPN,Documents_PROPN,NNPS
44,–,–,PUNCT,–_PUNCT,:
44,In,in,ADP,in_ADP,IN
44,their,their,PRON,their_PRON,PRP$
44,Ruling,ruling,NOUN,ruling_NOUN,NN
44,on,on,ADP,on_ADP,IN
44,Bill,Bill,PROPN,Bill_PROPN,NNP
44,Clinton,Clinton,PROPN,Clinton_PROPN,NNP
44,’s,’s,PART,’s_PART,POS
44,Right,right,NOUN,right_NOUN,NN
44,to,to,PART,to_PART,TO
44,Hold,hold,VERB,hold_VERB,VB
44, , ,SPACE, _SPACE,_SP
44,Secret,Secret,PROPN,Secret_PROPN,NNP
44,Tapes,Tapes,PROPN,Tapes_PROPN,NNPS
44,in,in,ADP,in_ADP,IN
44,His,his,PRON,his_PRON,PRP$
44,Sock,Sock,PROPN,Sock_PROPN,NNP
44,Drawer,Drawer,PROPN,Drawer_PROPN,NNP
44,https://www.thegatewaypundit.com/2023/06/another-bogus-attack-dc-court-already-ruled-2012/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=another-bogus-attack-dc-court-already-ruled-2012Follow,https://www.thegatewaypundit.com/2023/06/another-bogus-attack-dc-court-already-ruled-2012/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=another-bogus-attack-dc-court-already-ruled-2012follow,VERB,https://www.thegatewaypundit.com/2023/06/another-bogus-attack-dc-court-already-ruled-2012/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=another-bogus-attack-dc-court-already-ruled-2012follow_VERB,VBP
44, , ,SPACE, _SPACE,_SP
44,@gatewaypunditofficial,@gatewaypunditofficial,NOUN,@gatewaypunditofficial_NOUN,NNS
45,Thank,thank,VERB,thank_VERB,VBP
45,you,you,PRON,you_PRON,PRP
45,Philip,Philip,PROPN,Philip_PROPN,NNP
45,!,!,PUNCT,!_PUNCT,.
45,https://t.co/jGspqbtSgL,https://t.co/jgspqbtsgl,NOUN,https://t.co/jgspqbtsgl_NOUN,NN
46,With,with,ADP,with_ADP,IN
46,@VanityFair,@vanityfair,NOUN,@vanityfair_NOUN,NN
46,circulation,circulation,NOUN,circulation_NOUN,NN
46,and,and,CCONJ,and_CCONJ,CC
46,advertising,advertising,NOUN,advertising_NOUN,NN
46,revenue,revenue,NOUN,revenue_NOUN,NN
46,doing,do,VERB,do_VERB,VBG
46,so,so,ADV,so_ADV,RB
46,badly,badly,ADV,badly_ADV,RB
46,",",",",PUNCT,",_PUNCT",","
46,rumor,rumor,NOUN,rumor_NOUN,NN
46,has,have,VERB,have_VERB,VBZ
46,it,it,PRON,it_PRON,PRP
46,that,that,ADV,that_ADV,RB
46,dopey,dopey,ADJ,dopey_ADJ,JJ
46,Graydon,Graydon,PROPN,Graydon_PROPN,NNP
46,Carter,Carter,PROPN,Carter_PROPN,NNP
46,is,be,AUX,be_AUX,VBZ
46,going,go,VERB,go_VERB,VBG
46,to,to,PART,to_PART,TO
46,resign,resign,VERB,resign_VERB,VB
46,?,?,PUNCT,?_PUNCT,.
46,He,he,PRON,he_PRON,PRP
46,should,should,AUX,should_AUX,MD
46,.,.,PUNCT,._PUNCT,.
47,Thanks,thank,NOUN,thank_NOUN,NNS
47,@LilJon,@LilJon,PUNCT,@LilJon_PUNCT,NFP
47,for,for,ADP,for_ADP,IN
47,coming,come,VERB,come_VERB,VBG
47,to,to,ADP,to_ADP,IN
47,my,my,PRON,my_PRON,PRP$
47,defense,defense,NOUN,defense_NOUN,NN
47,in,in,ADP,in_ADP,IN
47,Rolling,Rolling,PROPN,Rolling_PROPN,NNP
47,Stone,Stone,PROPN,Stone_PROPN,NNP
47,Magazine,Magazine,PROPN,Magazine_PROPN,NNP
47,.,.,PUNCT,._PUNCT,.
47,As,as,SCONJ,as_SCONJ,IN
47,I,I,PRON,I_PRON,PRP
47,have,have,AUX,have_AUX,VBP
47,often,often,ADV,often_ADV,RB
47,said,say,VERB,say_VERB,VBN
47,",",",",PUNCT,",_PUNCT",","
47,you,you,PRON,you_PRON,PRP
47,are,be,AUX,be_AUX,VBP
47,a,a,DET,a_DET,DT
47,terrific,terrific,ADJ,terrific_ADJ,JJ
47,guy,guy,NOUN,guy_NOUN,NN
47,!,!,PUNCT,!_PUNCT,.
48,RT,RT,PROPN,RT_PROPN,NNP
48,@ScottAdamsSays,@ScottAdamsSays,PROPN,@ScottAdamsSays_PROPN,NNPS
48,:,:,PUNCT,:_PUNCT,:
48,Poll,Poll,PROPN,Poll_PROPN,NNP
48,for,for,ADP,for_ADP,IN
48,Democrats,Democrats,PROPN,Democrats_PROPN,NNPS
48,only,only,ADV,only_ADV,RB
48,.,.,PUNCT,._PUNCT,.
48,Are,be,AUX,be_AUX,VBP
48,you,you,PRON,you_PRON,PRP
48,aware,aware,ADJ,aware_ADJ,JJ
48,that,that,SCONJ,that_SCONJ,IN
48,most,most,ADJ,most_ADJ,JJS
48,of,of,ADP,of_ADP,IN
48,the,the,DET,the_DET,DT
48,political,political,ADJ,political_ADJ,JJ
48,news,news,NOUN,news_NOUN,NN
48,you,you,PRON,you_PRON,PRP
48,consume,consume,VERB,consume_VERB,VBP
48,is,be,AUX,be_AUX,VBZ
48,either,either,CCONJ,either_CCONJ,CC
48,misleading,misleading,ADJ,misleading_ADJ,JJ
48,and,and,CCONJ,and_CCONJ,CC
48,out,out,ADP,out_ADP,IN
48,of,of,ADP,of_ADP,IN
48,cont,cont,NOUN,cont_NOUN,NN
48,…,…,PUNCT,…_PUNCT,.
49,I,I,PRON,I_PRON,PRP
49,love,love,VERB,love_VERB,VBP
49,seeing,see,VERB,see_VERB,VBG
49,that,that,SCONJ,that_SCONJ,IN
49,Graydon,Graydon,PROPN,Graydon_PROPN,NNP
49,Carter,Carter,PROPN,Carter_PROPN,NNP
49,and,and,CCONJ,and_CCONJ,CC
49,@VanityFair,@VanityFair,PROPN,@VanityFair_PROPN,NNP
49,are,be,AUX,be_AUX,VBP
49,failing,fail,VERB,fail_VERB,VBG
49,so,so,ADV,so_ADV,RB
49,badly,badly,ADV,badly_ADV,RB
49,.,.,PUNCT,._PUNCT,.
49,He,he,PRON,he_PRON,PRP
49,’s,’,VERB,’_VERB,VBZ
49,only,only,ADV,only_ADV,RB
49,focused,focus,VERB,focus_VERB,VBD
49,on,on,ADP,on_ADP,IN
49,his,his,PRON,his_PRON,PRP$
49,bad,bad,ADJ,bad_ADJ,JJ
49,food,food,NOUN,food_NOUN,NN
49,restaurants,restaurant,NOUN,restaurant_NOUN,NNS
49,.,.,PUNCT,._PUNCT,.
50,The,the,DET,the_DET,DT
50,month,month,NOUN,month_NOUN,NN
50,of,of,ADP,of_ADP,IN
50,February,February,PROPN,February_PROPN,NNP
50,",",",",PUNCT,",_PUNCT",","
50,my,my,PRON,my_PRON,PRP$
50,first,first,ADJ,first_ADJ,JJ
50,full,full,ADJ,full_ADJ,JJ
50,month,month,NOUN,month_NOUN,NN
50,in,in,ADP,in_ADP,IN
50,Office,Office,PROPN,Office_PROPN,NNP
50,",",",",PUNCT,",_PUNCT",","
50,had,have,VERB,have_VERB,VBD
