post_id,word,lemma,pos,lemma_p
29,@WaPo,@WaPo,PUNCT,@WaPo_PUNCT
29,were,be,AUX,be_AUX
29,anti,anti,ADJ,anti_ADJ
29,-,-,ADJ,-_ADJ
29,Trump.,trump.,ADJ,trump._ADJ
29,Collusion?,collusion?,NOUN,collusion?_NOUN
30,"""""@NPHerron:","""""@NPHerron:",PROPN,"""""@NPHerron:_PROPN"
30,@realDonaldTrump,@realDonaldTrump,PROPN,@realDonaldTrump_PROPN
30,For,for,ADP,for_ADP
30,president,president,NOUN,president_NOUN
30,"#2016election""""","#2016election""""",PROPN,"#2016election""""_PROPN"
31,The,the,DET,the_DET
31,Zimmerman,Zimmerman,PROPN,Zimmerman_PROPN
31,trial,trial,NOUN,trial_NOUN
31,is,be,AUX,be_AUX
31,over.,over.,ADJ,over._ADJ
31, , ,SPACE, _SPACE
31,It,it,PRON,it_PRON
31,is,be,AUX,be_AUX
31,time,time,NOUN,time_NOUN
31,to,to,PART,to_PART
31,move,move,VERB,move_VERB
31,on.,on.,PROPN,on._PROPN
31, , ,SPACE, _SPACE
31,While,while,SCONJ,while_SCONJ
31,Zimmerman,Zimmerman,PROPN,Zimmerman_PROPN
31,is,be,AUX,be_AUX
31,no,no,PRON,no_PRON
31,"angel,","angel,",INTJ,"angel,_INTJ"
31,he,he,PRON,he_PRON
31,was,be,AUX,be_AUX
31,acquitted,acquit,VERB,acquit_VERB
31,and,and,CCONJ,and_CCONJ
31,should,should,AUX,should_AUX
31,be,be,AUX,be_AUX
31,able,able,ADJ,able_ADJ
31,to,to,PART,to_PART
31,move,move,VERB,move_VERB
31,on.,on.,PROPN,on._PROPN
32,RT,RT,PROPN,RT_PROPN
32,@dbongino:,@dbongino:,NOUN,@dbongino:_NOUN
32,The,the,DET,the_DET
32,Polls,Polls,PROPN,Polls_PROPN
32,Were,be,AUX,be_AUX
32,More,more,ADV,more_ADV
32,Wrong,wrong,ADJ,wrong_ADJ
32,in,in,ADP,in_ADP
32,2020,2020,NUM,2020_NUM
32,Than,than,ADP,than_ADP
32,in,in,ADP,in_ADP
32,2016,2016,NUM,2016_NUM
32,👇,👇,NOUN,👇_NOUN
32,👇,👇,PROPN,👇_PROPN
32,"
","
",SPACE,"
_SPACE"
32,https://t.co,https://t.co,PROPN,https://t.co_PROPN
32,/,/,SYM,/_SYM
32,LpepzKdlp1,LpepzKdlp1,PROPN,LpepzKdlp1_PROPN
33,RT,RT,PROPN,RT_PROPN
33, , ,SPACE, _SPACE
33,@IStandWithTrump47November,@IStandWithTrump47November,PROPN,@IStandWithTrump47November_PROPN
33,5th,5th,ADJ,5th_ADJ
33,can’t,can’t,NOUN,can’t_NOUN
33, , ,SPACE, _SPACE
33,come,come,VERB,come_VERB
33,fast,fast,ADV,fast_ADV
33,enough!,enough!,NOUN,enough!_NOUN
33,🙏,🙏,VERB,🙏_VERB
33,🇺,🇺,X,🇺_X
33,🇸,🇸,X,🇸_X
33,❤,❤,X,❤_X
33,️,️,NUM,️_NUM
33,#Trump2024,#trump2024,SYM,#trump2024_SYM
33,#Maga4TheFelon,#maga4thefelon,NUM,#maga4thefelon_NUM
33,#TooBigToRig,#TooBigToRig,NOUN,#TooBigToRig_NOUN
34,"""""@JDrago28:","""""@JDrago28:",NOUN,"""""@JDrago28:_NOUN"
34,It,it,PRON,it_PRON
34,was,be,AUX,be_AUX
34,such,such,DET,such_DET
34,an,an,DET,an_DET
34,honor,honor,NOUN,honor_NOUN
34,to,to,PART,to_PART
34,meet,meet,VERB,meet_VERB
34,@realDonaldTrump,@realdonaldtrump,NOUN,@realdonaldtrump_NOUN
34,today,today,NOUN,today_NOUN
34,in,in,ADP,in_ADP
34,New,New,PROPN,New_PROPN
34,Hampshire!,hampshire!,NOUN,hampshire!_NOUN
34,What,what,PRON,what_PRON
34,a,a,DET,a_DET
34,great,great,ADJ,great_ADJ
34,man!,man!,NOUN,man!_NOUN
34,#NH,#NH,PROPN,#NH_PROPN
34,#business,#business,PROPN,#business_PROPN
34,http://t.co,http://t.co,PROPN,http://t.co_PROPN
34,/,/,SYM,/_SYM
34,"VWxnWsTmBH""""","VWxnWsTmBH""""",NOUN,"VWxnWsTmBH""""_NOUN"
35,Why,why,SCONJ,why_SCONJ
35,didn’t,didn’t,PUNCT,didn’t_PUNCT
35,Robert,Robert,PROPN,Robert_PROPN
35,Mueller,Mueller,PROPN,Mueller_PROPN
35,"&amp,","&amp,",ADV,"&amp,_ADV"
35,his,his,PRON,his_PRON
35,band,band,NOUN,band_NOUN
35,of,of,ADP,of_ADP
35,18,18,NUM,18_NUM
35,Angry,angry,ADJ,angry_ADJ
35,Democrats,Democrats,PROPN,Democrats_PROPN
35,spend,spend,VERB,spend_VERB
35,any,any,DET,any_DET
35,time,time,NOUN,time_NOUN
35,investigating,investigate,VERB,investigate_VERB
35,Crooked,Crooked,PROPN,Crooked_PROPN
35,Hillary,Hillary,PROPN,Hillary_PROPN
35,"Clinton,","Clinton,",PROPN,"Clinton,_PROPN"
35,Lyin’,Lyin’,VERB,Lyin’_VERB
35,"&amp,","&amp,",PROPN,"&amp,_PROPN"
35,Leakin’,Leakin’,PROPN,Leakin’_PROPN
35,James,James,PROPN,James_PROPN
35,"Comey,","Comey,",PROPN,"Comey,_PROPN"
35,Lisa,Lisa,PROPN,Lisa_PROPN
35,Page,Page,PROPN,Page_PROPN
35,and,and,CCONJ,and_CCONJ
35,her,her,PRON,her_PRON
35,Psycho,Psycho,PROPN,Psycho_PROPN
35,"lover,","lover,",NOUN,"lover,_NOUN"
35,Peter,Peter,PROPN,Peter_PROPN
35,"S,","S,",PROPN,"S,_PROPN"
35,Andy,Andy,PROPN,Andy_PROPN
35,"McCabe,","McCabe,",PROPN,"McCabe,_PROPN"
35,the,the,DET,the_DET
35,beautiful,beautiful,ADJ,beautiful_ADJ
35,Ohr,Ohr,PROPN,Ohr_PROPN
35,"family,","family,",PROPN,"family,_PROPN"
35,Fusion,Fusion,PROPN,Fusion_PROPN
35,"GPS,","GPS,",PROPN,"GPS,_PROPN"
35,and,and,CCONJ,and_CCONJ
35,many,many,ADJ,many_ADJ
35,"more,","more,",NUM,"more,_NUM"
35, , ,SPACE, _SPACE
35,including,include,VERB,include_VERB
35,HIMSELF,himself,PRON,himself_PRON
35,"&amp,","&amp,",ADJ,"&amp,_ADJ"
35,Andrew,Andrew,PROPN,Andrew_PROPN
35,W?,W?,PROPN,W?_PROPN
36,"Today,","Today,",VERB,"Today,_VERB"
36,@FLOTUS,@FLOTUS,PROPN,@FLOTUS_PROPN
36,celebrates,celebrate,VERB,celebrate_VERB
36,the,the,DET,the_DET
36,two,two,NUM,two_NUM
36,year,year,NOUN,year_NOUN
36,anniversary,anniversary,NOUN,anniversary_NOUN
36,of,of,ADP,of_ADP
36,"#BeBest,","#BeBest,",PROPN,"#BeBest,_PROPN"
36,her,her,PRON,her_PRON
36,initiative,initiative,NOUN,initiative_NOUN
36,dedicated,dedicate,VERB,dedicate_VERB
36,to,to,ADP,to_ADP
36,bringing,bring,VERB,bring_VERB
36,awareness,awareness,NOUN,awareness_NOUN
36,to,to,ADP,to_ADP
36,issues,issue,NOUN,issue_NOUN
36,that,that,PRON,that_PRON
36,impact,impact,VERB,impact_VERB
36,the,the,DET,the_DET
36,lives,life,NOUN,life_NOUN
36,of,of,ADP,of_ADP
36,children.,children.,NOUN,children._NOUN
36,"Congratulations,","congratulations,",NOUN,"congratulations,_NOUN"
36,and,and,CCONJ,and_CCONJ
36,thank,thank,VERB,thank_VERB
36,you!,you!,PROPN,you!_PROPN
36,https://t.co/3jM5GfSvfg,https://t.co/3jM5GfSvfg,PROPN,https://t.co/3jM5GfSvfg_PROPN
36,https://t.co,https://t.co,PROPN,https://t.co_PROPN
36,/,/,SYM,/_SYM
36,dvh1MnzcFK,dvh1MnzcFK,PROPN,dvh1MnzcFK_PROPN
37,Thank,thank,VERB,thank_VERB
37,you,you,PRON,you_PRON
37,to,to,ADP,to_ADP
37,the,the,DET,the_DET
37,BRAVE,BRAVE,PROPN,BRAVE_PROPN
37,servicemen,servicemen,PROPN,servicemen_PROPN
37,"&amp,","&amp,",ADJ,"&amp,_ADJ"
37,women,woman,NOUN,woman_NOUN
37,who,who,PRON,who_PRON
37,have,have,VERB,have_VERB
37,"served,","served,",NOUN,"served,_NOUN"
37,and,and,CCONJ,and_CCONJ
37,continue,continue,VERB,continue_VERB
37,to,to,PART,to_PART
37,serve,serve,VERB,serve_VERB
37,the,the,DET,the_DET
37,United,United,PROPN,United_PROPN
37,States-,States-,PROPN,States-_PROPN
37,our,our,PRON,our_PRON
37,true,true,ADJ,true_ADJ
37,HEROES,hero,NOUN,hero_NOUN
37,...,...,PUNCT,..._PUNCT
37,https://t.co,https://t.co,PROPN,https://t.co_PROPN
37,/,/,SYM,/_SYM
37,ZTV9F639xM,ZTV9F639xM,PROPN,ZTV9F639xM_PROPN
38,THANK,thank,VERB,thank_VERB
38,YOU,you,PRON,you_PRON
38,PENNSYLVANIA!,pennsylvania!,PRON,pennsylvania!_PRON
38,#MAGA,#MAGA,PROPN,#MAGA_PROPN
38,https://t.co/5BfdRyDD6a,https://t.co/5bfdrydd6a,X,https://t.co/5bfdrydd6a_X
39,THOSE,those,PRON,those_PRON
39,THAT,that,ADV,that_ADV
39,DENY,deny,VERB,deny_VERB
39,THEIR,their,PRON,their_PRON
39,HISTORY,history,NOUN,history_NOUN
39,ARE,be,AUX,be_AUX
39,DOOMED,doomed,ADJ,doomed_ADJ
39,TO,to,AUX,to_AUX
39,REPEAT,repeat,NOUN,repeat_NOUN
39,IT!,it!,NUM,it!_NUM
40,https://www.washingtonexaminer.com,https://www.washingtonexaminer.com,PROPN,https://www.washingtonexaminer.com_PROPN
40,/,/,SYM,/_SYM
40,news,news,NOUN,news_NOUN
40,/,/,SYM,/_SYM
40,campaigns,campaign,NOUN,campaign_NOUN
40,/,/,SYM,/_SYM
40,presidential/3143416,presidential/3143416,NOUN,presidential/3143416_NOUN
40,/,/,SYM,/_SYM
40,trump,trump,NOUN,trump_NOUN
40,-,-,PUNCT,-_PUNCT
40,playing,play,VERB,play_VERB
40,-,-,PUNCT,-_PUNCT
40,offense,offense,NOUN,offense_NOUN
40,-,-,PUNCT,-_PUNCT
40,democrats,democrat,NOUN,democrat_NOUN
40,-,-,PUNCT,-_PUNCT
40,on,on,ADP,on_ADP
40,-,-,PUNCT,-_PUNCT
40,defense,defense,NOUN,defense_NOUN
40,-,-,PUNCT,-_PUNCT
40,whatley/,whatley/,NUM,whatley/_NUM
41,RT,RT,PROPN,RT_PROPN
41,@IvankaTrump:,@IvankaTrump:,PROPN,@IvankaTrump:_PROPN
41,It,it,PRON,it_PRON
41,is,be,AUX,be_AUX
41,an,an,DET,an_DET
41,honor,honor,NOUN,honor_NOUN
41,to,to,PART,to_PART
41,serve,serve,VERB,serve_VERB
41,our,our,PRON,our_PRON
41,great,great,ADJ,great_ADJ
41,Country,country,NOUN,country_NOUN
41,and,and,CCONJ,and_CCONJ
41,fight,fight,VERB,fight_VERB
41,for,for,ADP,for_ADP
41,America’s,america’s,ADJ,america’s_ADJ
41,workers!,workers!,NOUN,workers!_NOUN
41,🇺,🇺,NUM,🇺_NUM
41,🇸,🇸,PUNCT,🇸_PUNCT
41,https://t.co,https://t.co,PROPN,https://t.co_PROPN
41,/,/,SYM,/_SYM
41,ZAhfkqDII8,ZAhfkqDII8,PROPN,ZAhfkqDII8_PROPN
42,Situated,situate,VERB,situate_VERB
42,in,in,ADP,in_ADP
42,the,the,DET,the_DET
42,heart,heart,NOUN,heart_NOUN
42,of,of,ADP,of_ADP
42,downtown,downtown,NOUN,downtown_NOUN
42,"Toronto,","Toronto,",PROPN,"Toronto,_PROPN"
42,the,the,DET,the_DET
42,65,65,NUM,65_NUM
42,story,story,NOUN,story_NOUN
42,@TrumpTO,@trumpto,NOUN,@trumpto_NOUN
42,offers,offer,VERB,offer_VERB
42,an,an,DET,an_DET
42,elegant,elegant,ADJ,elegant_ADJ
42,and,and,CCONJ,and_CCONJ
42,wonderful,wonderful,ADJ,wonderful_ADJ
42,lifestyle,lifestyle,NOUN,lifestyle_NOUN
42,http://t.co/1u2PNTPMCZ,http://t.co/1u2PNTPMCZ,PUNCT,http://t.co/1u2PNTPMCZ_PUNCT
43,RT,RT,PROPN,RT_PROPN
43, , ,SPACE, _SPACE
43,@realDonaldTrumpUsing,@realdonaldtrumpuse,VERB,@realdonaldtrumpuse_VERB
43,Impoundment,Impoundment,PROPN,Impoundment_PROPN
43,to,to,PART,to_PART
43, , ,SPACE, _SPACE
43,Slash,slash,VERB,slash_VERB
43,"Waste,","Waste,",PROPN,"Waste,_PROPN"
43,Stop,stop,VERB,stop_VERB
43,"Inflation,","inflation,",NOUN,"inflation,_NOUN"
43,and,and,CCONJ,and_CCONJ
43,Crush,crush,VERB,crush_VERB
43,the,the,DET,the_DET
43,Deep,Deep,PROPN,Deep_PROPN
43,State!,state!,NOUN,state!_NOUN
43,#AGENDA47,#agenda47,VERB,#agenda47_VERB
44,RT,RT,PROPN,RT_PROPN
44, , ,SPACE, _SPACE
44,@gatewaypunditANOTHER,@gatewaypunditanother,ADP,@gatewaypunditanother_ADP
44, , ,SPACE, _SPACE
44,BOGUS,BOGUS,PROPN,BOGUS_PROPN
44,ATTACK:,ATTACK:,PROPN,ATTACK:_PROPN
44,DC,DC,PROPN,DC_PROPN
44,Court,Court,PROPN,Court_PROPN
44,Already,already,ADV,already_ADV
44,Ruled,rule,VERB,rule_VERB
44,in,in,ADP,in_ADP
44,2012,2012,NUM,2012_NUM
44,Case,case,NOUN,case_NOUN
44,on,on,ADP,on_ADP
44,Trump’s,trump’s,NOUN,trump’s_NOUN
44,Right,right,NOUN,right_NOUN
44,to,to,PART,to_PART
44,Hold,hold,VERB,hold_VERB
44, , ,SPACE, _SPACE
44,White,White,PROPN,White_PROPN
44,House,House,PROPN,House_PROPN
44,Documents,Documents,PROPN,Documents_PROPN
44,–,–,PUNCT,–_PUNCT
44,In,in,ADP,in_ADP
44,their,their,PRON,their_PRON
44,Ruling,ruling,NOUN,ruling_NOUN
44,on,on,ADP,on_ADP
44,Bill,Bill,PROPN,Bill_PROPN
44,Clinton’s,Clinton’s,PROPN,Clinton’s_PROPN
44,Right,right,NOUN,right_NOUN
44,to,to,PART,to_PART
44,Hold,hold,VERB,hold_VERB
44, , ,SPACE, _SPACE
44,Secret,Secret,PROPN,Secret_PROPN
44,Tapes,Tapes,PROPN,Tapes_PROPN
44,in,in,ADP,in_ADP
44,His,his,PRON,his_PRON
44,Sock,Sock,PROPN,Sock_PROPN
44,Drawer,Drawer,PROPN,Drawer_PROPN
44,https://www.thegatewaypundit.com/2023/06,https://www.thegatewaypundit.com/2023/06,PROPN,https://www.thegatewaypundit.com/2023/06_PROPN
44,/,/,SYM,/_SYM
44,another,another,PRON,another_PRON
44,-,-,PUNCT,-_PUNCT
44,bogus,bogus,ADJ,bogus_ADJ
44,-,-,PUNCT,-_PUNCT
44,attack,attack,NOUN,attack_NOUN
44,-,-,PUNCT,-_PUNCT
44,dc,dc,NOUN,dc_NOUN
44,-,-,PUNCT,-_PUNCT
44,court,court,NOUN,court_NOUN
44,-,-,PUNCT,-_PUNCT
44,already,already,ADV,already_ADV
44,-,-,PUNCT,-_PUNCT
44,ruled-2012/?utm_source,ruled-2012/?utm_source,NOUN,ruled-2012/?utm_source_NOUN
44,=,=,NOUN,=_NOUN
44,rss&amp;utm_medium,rss&amp;utm_medium,NOUN,rss&amp;utm_medium_NOUN
44,=,=,NOUN,=_NOUN
44,rss&amp;utm_campaign,rss&amp;utm_campaign,VERB,rss&amp;utm_campaign_VERB
44,=,=,PUNCT,=_PUNCT
44,another,another,DET,another_DET
44,-,-,PUNCT,-_PUNCT
44,bogus,bogus,ADJ,bogus_ADJ
44,-,-,PUNCT,-_PUNCT
44,attack,attack,NOUN,attack_NOUN
44,-,-,PUNCT,-_PUNCT
44,dc,dc,NOUN,dc_NOUN
44,-,-,PUNCT,-_PUNCT
44,court,court,NOUN,court_NOUN
44,-,-,PUNCT,-_PUNCT
44,already,already,ADV,already_ADV
44,-,-,PUNCT,-_PUNCT
44,ruled-2012Follow,ruled-2012follow,ADJ,ruled-2012follow_ADJ
44, , ,SPACE, _SPACE
44,@gatewaypunditofficial,@gatewaypunditofficial,NOUN,@gatewaypunditofficial_NOUN
45,Thank,thank,VERB,thank_VERB
45,you,you,PRON,you_PRON
45,Philip!,philip!,INTJ,philip!_INTJ
45,https://t.co,https://t.co,PROPN,https://t.co_PROPN
45,/,/,SYM,/_SYM
45,jGspqbtSgL,jGspqbtSgL,PROPN,jGspqbtSgL_PROPN
46,With,with,ADP,with_ADP
46,@VanityFair,@vanityfair,NOUN,@vanityfair_NOUN
46,circulation,circulation,NOUN,circulation_NOUN
46,and,and,CCONJ,and_CCONJ
46,advertising,advertising,NOUN,advertising_NOUN
46,revenue,revenue,NOUN,revenue_NOUN
46,doing,do,VERB,do_VERB
46,so,so,ADV,so_ADV
46,"badly,","badly,",NOUN,"badly,_NOUN"
46,rumor,rumor,NOUN,rumor_NOUN
46,has,have,VERB,have_VERB
46,it,it,PRON,it_PRON
46,that,that,ADV,that_ADV
46,dopey,dopey,ADJ,dopey_ADJ
46,Graydon,Graydon,PROPN,Graydon_PROPN
46,Carter,Carter,PROPN,Carter_PROPN
46,is,be,AUX,be_AUX
46,going,go,VERB,go_VERB
46,to,to,PART,to_PART
46,resign?,resign?,VERB,resign?_VERB
46,He,he,PRON,he_PRON
46,should.,should.,NOUN,should._NOUN
47,Thanks,thank,NOUN,thank_NOUN
47,@LilJon,@LilJon,PUNCT,@LilJon_PUNCT
47,for,for,ADP,for_ADP
47,coming,come,VERB,come_VERB
47,to,to,ADP,to_ADP
47,my,my,PRON,my_PRON
47,defense,defense,NOUN,defense_NOUN
47,in,in,ADP,in_ADP
47,Rolling,Rolling,PROPN,Rolling_PROPN
47,Stone,Stone,PROPN,Stone_PROPN
47,Magazine.,Magazine.,PUNCT,Magazine._PUNCT
47,As,as,SCONJ,as_SCONJ
47,I,I,PRON,I_PRON
47,have,have,AUX,have_AUX
47,often,often,ADV,often_ADV
47,"said,","said,",VERB,"said,_VERB"
47,you,you,PRON,you_PRON
47,are,be,AUX,be_AUX
47,a,a,DET,a_DET
47,terrific,terrific,ADJ,terrific_ADJ
47,guy!,guy!,PROPN,guy!_PROPN
48,RT,RT,PROPN,RT_PROPN
48,@ScottAdamsSays:,@ScottAdamsSays:,PROPN,@ScottAdamsSays:_PROPN
48,Poll,Poll,PROPN,Poll_PROPN
48,for,for,ADP,for_ADP
48,Democrats,Democrats,PROPN,Democrats_PROPN
48,only.,only.,VERB,only._VERB
48,Are,be,AUX,be_AUX
48,you,you,PRON,you_PRON
48,aware,aware,ADJ,aware_ADJ
48,that,that,SCONJ,that_SCONJ
48,most,most,ADJ,most_ADJ
48,of,of,ADP,of_ADP
48,the,the,DET,the_DET
48,political,political,ADJ,political_ADJ
48,news,news,NOUN,news_NOUN
48,you,you,PRON,you_PRON
48,consume,consume,VERB,consume_VERB
48,is,be,AUX,be_AUX
48,either,either,CCONJ,either_CCONJ
48,misleading,misleading,ADJ,misleading_ADJ
48,and,and,CCONJ,and_CCONJ
48,out,out,ADP,out_ADP
48,of,of,ADP,of_ADP
48,cont,cont,NOUN,cont_NOUN
48,…,…,PUNCT,…_PUNCT
49,I,I,PRON,I_PRON
49,love,love,VERB,love_VERB
49,seeing,see,VERB,see_VERB
49,that,that,SCONJ,that_SCONJ
49,Graydon,Graydon,PROPN,Graydon_PROPN
49,Carter,Carter,PROPN,Carter_PROPN
49,and,and,CCONJ,and_CCONJ
49,@VanityFair,@VanityFair,PROPN,@VanityFair_PROPN
49,are,be,AUX,be_AUX
49,failing,fail,VERB,fail_VERB
49,so,so,ADV,so_ADV
49,badly.,badly.,ADJ,badly._ADJ
49,He’s,He’s,PROPN,He’s_PROPN
49,only,only,ADV,only_ADV
49,focused,focus,VERB,focus_VERB
49,on,on,ADP,on_ADP
49,his,his,PRON,his_PRON
49,bad,bad,ADJ,bad_ADJ
49,food,food,NOUN,food_NOUN
49,restaurants.,restaurants.,NOUN,restaurants._NOUN
50,The,the,DET,the_DET
50,month,month,NOUN,month_NOUN
50,of,of,ADP,of_ADP
50,"February,","February,",PROPN,"February,_PROPN"
50,my,my,PRON,my_PRON
50,first,first,ADJ,first_ADJ
50,full,full,ADJ,full_ADJ
50,month,month,NOUN,month_NOUN
50,in,in,ADP,in_ADP
50,"Office,","office,",NUM,"office,_NUM"
50,had,have,VERB,have_VERB
50,the,the,DET,the_DET
50,LOWEST,lowest,NOUN,lowest_NOUN
50,number,number,NOUN,number_NOUN
50,of,of,ADP,of_ADP
50,Illegal,Illegal,PROPN,Illegal_PROPN
50,Immigrants,Immigrants,PROPN,Immigrants_PROPN
50,trying,try,VERB,try_VERB
50,to,to,PART,to_PART
50,enter,enter,VERB,enter_VERB
50,our,our,PRON,our_PRON
50,Country,Country,PROPN,Country_PROPN
50,in,in,ADP,in_ADP
50,History,history,NOUN,history_NOUN
50,–,–,PUNCT,–_PUNCT
50,BY,BY,PROPN,BY_PROPN
50,FAR!,FAR!,PROPN,FAR!_PROPN
50,There,there,PRON,there_PRON
50,were,be,VERB,be_VERB
50,only,only,ADV,only_ADV
50,"8,326","8,326",NUM,"8,326_NUM"
50,apprehensions,apprehension,NOUN,apprehension_NOUN
50,of,of,ADP,of_ADP
50,Illegals,Illegals,PROPN,Illegals_PROPN
50,by,by,ADP,by_ADP
50,Border,Border,PROPN,Border_PROPN
50,Patrol,Patrol,PROPN,Patrol_PROPN
50,at,at,ADP,at_ADP
50,the,the,DET,the_DET
50, , ,SPACE, _SPACE
50,U.S.,U.S.,PROPN,U.S._PROPN
50,-,-,PUNCT,-_PUNCT
50,Mexico,Mexico,PROPN,Mexico_PROPN
50,"Border,","border,",NOUN,"border,_NOUN"
50,all,all,PRON,all_PRON
50,of,of,ADP,of_ADP
50,whom,whom,PRON,whom_PRON
50,were,be,AUX,be_AUX
50,quickly,quickly,ADV,quickly_ADV
50,ejected,eject,VERB,eject_VERB
50,from,from,ADP,from_ADP
50,our,our,PRON,our_PRON
50,Nation,nation,NOUN,nation_NOUN
50,"or,","or,",NOUN,"or,_NOUN"
50,when,when,SCONJ,when_SCONJ
50,"necessary,","necessary,",PROPN,"necessary,_PROPN"
50,prosecuted,prosecute,VERB,prosecute_VERB
50,for,for,ADP,for_ADP
50,crimes,crime,NOUN,crime_NOUN
50,against,against,ADP,against_ADP
50,the,the,DET,the_DET
50,United,United,PROPN,United_PROPN
50,States,States,PROPN,States_PROPN
50,of,of,ADP,of_ADP
50,America.,America.,PROPN,America._PROPN
50,This,this,PRON,this_PRON
50,means,mean,VERB,mean_VERB
50,that,that,SCONJ,that_SCONJ
50,very,very,ADV,very_ADV
50,few,few,ADJ,few_ADJ
50,people,people,NOUN,people_NOUN
50,came,come,VERB,come_VERB
50,–,–,PUNCT,–_PUNCT
50,The,the,DET,the_DET
50,Invasion,Invasion,PROPN,Invasion_PROPN
50,of,of,ADP,of_ADP
50,our,our,PRON,our_PRON
50,Country,Country,PROPN,Country_PROPN
50,is,be,AUX,be_AUX
50,OVER.,OVER.,VERB,OVER._VERB
50,In,in,ADP,in_ADP
50,"comparison,","comparison,",NOUN,"comparison,_NOUN"
50,under,under,ADP,under_ADP
50,Joe,Joe,PROPN,Joe_PROPN
50,"Biden,","biden,",NOUN,"biden,_NOUN"
50,there,there,PRON,there_PRON
50,were,be,VERB,be_VERB
50,"300,000","300,000",NUM,"300,000_NUM"
50,Illegals,illegal,NOUN,illegal_NOUN
50,crossing,cross,VERB,cross_VERB
50,in,in,ADP,in_ADP
50,one,one,NUM,one_NUM
50,"month,","month,",NUM,"month,_NUM"
50,and,and,CCONJ,and_CCONJ
50,virtually,virtually,ADV,virtually_ADV
50,ALL,all,PRON,all_PRON
50,of,of,ADP,of_ADP
50,them,they,PRON,they_PRON
50,were,be,AUX,be_AUX
50,released,release,VERB,release_VERB
50,into,into,ADP,into_ADP
50,our,our,PRON,our_PRON
50,Country.,Country.,PROPN,Country._PROPN
50,Thanks,thank,NOUN,thank_NOUN
50,to,to,ADP,to_ADP
50,the,the,DET,the_DET
50,Trump,Trump,PROPN,Trump_PROPN
50,Administration,Administration,PROPN,Administration_PROPN
50,"Policies,","policies,",NOUN,"policies,_NOUN"
50,the,the,DET,the_DET
50,Border,Border,PROPN,Border_PROPN
50,is,be,AUX,be_AUX
50,CLOSED,closed,ADJ,closed_ADJ
50,to,to,ADP,to_ADP
50,all,all,DET,all_DET
50,Illegal,Illegal,PROPN,Illegal_PROPN
50,Immigrants.,Immigrants.,PUNCT,Immigrants._PUNCT
50,Anyone,anyone,PRON,anyone_PRON
50,who,who,PRON,who_PRON
50,tries,try,VERB,try_VERB
50,to,to,PART,to_PART
50,illegally,illegally,ADV,illegally_ADV
50,enter,enter,VERB,enter_VERB
50,the,the,DET,the_DET
50,U.S.A.,U.S.A.,PROPN,U.S.A._PROPN
50,will,will,AUX,will_AUX
50,face,face,VERB,face_VERB
50,significant,significant,ADJ,significant_ADJ
50,criminal,criminal,ADJ,criminal_ADJ
50,penalties,penalty,NOUN,penalty_NOUN
50,and,and,CCONJ,and_CCONJ
50,immediate,immediate,ADJ,immediate_ADJ
50,deportation.,deportation.,NOUN,deportation._NOUN
